번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자,geometry
252,부산광역시 사하구청,부산광역시 사하구 다산로 46,부산광역시 사하구 다대동 1538,다목적,1,200,360도 전방면,30,Sep-20,051-220-4344,35.057077,128.959394,2023-02-16,[35.057077 128.959394]
253,부산광역시 사하구청,부산광역시 사하구 다대로 636,부산광역시 사하구 다대동 1552-2,다목적,1,200,360도 전방면,30,Sep-20,051-220-4344,35.04954,128.969917,2023-02-16,[35.04954 128.969917]
254,부산광역시 사하구청,부산광역시 사하구 다대로 636,부산광역시 사하구 다대동 1552-2,다목적,1,200,360도 전방면,30,Sep-20,051-220-4344,35.04954,128.969917,2023-02-16,[35.04954 128.969917]
255,부산광역시 사하구청,부산광역시 사하구 다대로 636,부산광역시 사하구 다대동 1552-2,다목적,1,200,360도 전방면,30,Sep-20,051-220-4344,35.04954,128.969917,2023-02-16,[35.04954 128.969917]
256,부산광역시 사하구청,부산광역시 사하구 사하로201,부산광역시 사하구 괴정동968-1,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.09963,128.993248,2023-02-16,[35.09963 128.993248]
257,부산광역시 사하구청,부산광역시 사하구 사하로201,부산광역시 사하구 괴정동968-1,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.09963,128.993248,2023-02-16,[35.09963 128.993248]
258,부산광역시 사하구청,부산광역시 사하구 낙동대로223,부산광역시 사하구 괴정동971-6,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.0998,128.99253,2023-02-16,[35.0998 128.99253]
259,부산광역시 사하구청,부산광역시 사하구 장평로420번길63,부산광역시 사하구 괴정동1265-3,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.094233,128.986052,2023-02-16,[35.094233 128.986052]
260,부산광역시 사하구청,부산광역시 사하구 까치고개로15,부산광역시 사하구 괴정동1239,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.103702,129.004116,2023-02-16,[35.103702 129.004116]
261,부산광역시 사하구청,부산광역시 사하구 까치고개로23-1,부산광역시 사하구 괴정동1239,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.104065,129.004784,2023-02-16,[35.104065 129.004784]
262,부산광역시 사하구청,부산광역시 사하구 오작로76번길35,부산광역시 사하구 괴정동378-268,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.09887,129.002223,2023-02-16,[35.09887 129.002223]
263,부산광역시 사하구청,부산광역시 사하구 낙동대로135번길39-6,부산광역시 사하구 괴정동354-19,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.102358,129.003408,2023-02-16,[35.102358 129.003408]
264,부산광역시 사하구청,부산광역시 사하구 낙동대로135번길39-6,부산광역시 사하구 괴정동354-19,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.102358,129.003408,2023-02-16,[35.102358 129.003408]
265,부산광역시 사하구청,부산광역시 사하구 낙동대로135번길39-6,부산광역시 사하구 괴정동354-19,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.102358,129.003408,2023-02-16,[35.102358 129.003408]
266,부산광역시 사하구청,부산광역시 사하구 낙동대로152,부산광역시 사하구 괴정동213-9,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.103874,129.000257,2023-02-16,[35.103874 129.000257]
267,부산광역시 사하구청,부산광역시 사하구 낙동대로152,부산광역시 사하구 괴정동213-9,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.103874,129.000257,2023-02-16,[35.103874 129.000257]
268,부산광역시 사하구청,부산광역시 사하구 까치고개로64번길15,부산광역시 사하구 괴정동11-23,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.103461,129.008952,2023-02-16,[35.103461 129.008952]
269,부산광역시 사하구청,부산광역시 사하구 까치고개로64번길15,부산광역시 사하구 괴정동11-23,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.103461,129.008952,2023-02-16,[35.103461 129.008952]
270,부산광역시 사하구청,부산광역시 사하구 까치고개로64번길15,부산광역시 사하구 괴정동11-23,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.103461,129.008952,2023-02-16,[35.103461 129.008952]
271,부산광역시 사하구청,부산광역시 사하구 낙동대로140번길48,부산광역시 사하구 괴정동340-2,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.10455,129.003325,2023-02-16,[35.10455 129.003325]
272,부산광역시 사하구청,부산광역시 사하구 낙동대로140번길61,부산광역시 사하구 괴정동340-2,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.104741,129.003686,2023-02-16,[35.104741 129.003686]
273,부산광역시 사하구청,부산광역시 사하구 낙동대로140번길61,부산광역시 사하구 괴정동340-2,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.104741,129.003686,2023-02-16,[35.104741 129.003686]
274,부산광역시 사하구청,부산광역시 사하구 사리로18번길9,부산광역시 사하구 괴정동1241-4,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.101674,128.999887,2023-02-16,[35.101674 128.999887]
275,부산광역시 사하구청,부산광역시 사하구 사리로18번길9,부산광역시 사하구 괴정동1241-4,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.101674,128.999887,2023-02-16,[35.101674 128.999887]
276,부산광역시 사하구청,부산광역시 사하구 낙동대로189번길21-8,부산광역시 사하구 괴정동427-5,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.100289,128.996749,2023-02-16,[35.100289 128.996749]
277,부산광역시 사하구청,부산광역시 사하구 낙동대로189번길21-8,부산광역시 사하구 괴정동427-5,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.100289,128.996749,2023-02-16,[35.100289 128.996749]
278,부산광역시 사하구청,부산광역시 사하구 낙동대로189번길21-8,부산광역시 사하구 괴정동427-5,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.100289,128.996749,2023-02-16,[35.100289 128.996749]
279,부산광역시 사하구청,부산광역시 사하구 낙동대로189번길21-8,부산광역시 사하구 괴정동427-5,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.100289,128.996749,2023-02-16,[35.100289 128.996749]
280,부산광역시 사하구청,부산광역시 사하구 오작로46,부산광역시 사하구 괴정동398-21,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.099275,128.999028,2023-02-16,[35.099275 128.999028]
281,부산광역시 사하구청,부산광역시 사하구 오작로46,부산광역시 사하구 괴정동398-21,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.099275,128.999028,2023-02-16,[35.099275 128.999028]
282,부산광역시 사하구청,부산광역시 사하구 오작로34,부산광역시 사하구 괴정동398-43,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.098492,128.997215,2023-02-16,[35.098492 128.997215]
283,부산광역시 사하구청,부산광역시 사하구 오작로34,부산광역시 사하구 괴정동398-43,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.098492,128.997215,2023-02-16,[35.098492 128.997215]
284,부산광역시 사하구청,부산광역시 사하구 오작로34,부산광역시 사하구 괴정동398-43,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.098492,128.997215,2023-02-16,[35.098492 128.997215]
285,부산광역시 사하구청,부산광역시 사하구 하신번영로261번길24,부산광역시 사하구 하단동1165-30,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.104455,128.957105,2023-02-16,[35.104455 128.957105]
286,부산광역시 사하구청,부산광역시 사하구 하신번영로261번길24,부산광역시 사하구 하단동1165-30,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.104455,128.957105,2023-02-16,[35.104455 128.957105]
287,부산광역시 사하구청,부산광역시 사하구 하신번영로261번길24,부산광역시 사하구 하단동1165-30,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.104455,128.957105,2023-02-16,[35.104455 128.957105]
288,부산광역시 사하구청,부산광역시 사하구 동매로120,부산광역시 사하구 하단동277-1,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.101663,128.971346,2023-02-16,[35.101663 128.971346]
289,부산광역시 사하구청,부산광역시 사하구 동매로120,부산광역시 사하구 하단동277-1,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.101663,128.971346,2023-02-16,[35.101663 128.971346]
290,부산광역시 사하구청,부산광역시 사하구 괴정로76,부산광역시 사하구 하단동268-2,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.101921,128.971869,2023-02-16,[35.101921 128.971869]
291,부산광역시 사하구청,부산광역시 사하구 괴정로76,부산광역시 사하구 하단동268-2,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.101921,128.971869,2023-02-16,[35.101921 128.971869]
292,부산광역시 사하구청,부산광역시 사하구 하신중앙로292,부산광역시 사하구 하단동606,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.103409,128.962477,2023-02-16,[35.103409 128.962477]
293,부산광역시 사하구청,부산광역시 사하구 하신중앙로292,부산광역시 사하구 하단동606,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.103409,128.962477,2023-02-16,[35.103409 128.962477]
294,부산광역시 사하구청,부산광역시 사하구 하신중앙로292,부산광역시 사하구 하단동606,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.103409,128.962477,2023-02-16,[35.103409 128.962477]
295,부산광역시 사하구청,부산광역시 사하구 낙동남로1410,부산광역시 사하구 하단동491,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.106069,128.965777,2023-02-16,[35.106069 128.965777]
296,부산광역시 사하구청,부산광역시 사하구 낙동남로1405번길9,부산광역시 사하구 하단동516,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.107046,128.965412,2023-02-16,[35.107046 128.965412]
297,부산광역시 사하구청,부산광역시 사하구 낙동남로1405번길9,부산광역시 사하구 하단동516,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.107046,128.965412,2023-02-16,[35.107046 128.965412]
298,부산광역시 사하구청,부산광역시 사하구 낙동남로1405번길5,부산광역시 사하구 하단동516,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.106937,128.965259,2023-02-16,[35.106937 128.965259]
299,부산광역시 사하구청,부산광역시 사하구 낙동남로1405번길5,부산광역시 사하구 하단동516,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.106937,128.965259,2023-02-16,[35.106937 128.965259]
300,부산광역시 사하구청,부산광역시 사하구 하신번영로300번길35,부산광역시 사하구 하단동523,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.107774,128.960961,2023-02-16,[35.107774 128.960961]
301,부산광역시 사하구청,부산광역시 사하구 하신번영로300번길35,부산광역시 사하구 하단동523,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.107774,128.960961,2023-02-16,[35.107774 128.960961]
302,부산광역시 사하구청,부산광역시 사하구 하신번영로300번길35,부산광역시 사하구 하단동523,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.107774,128.960961,2023-02-16,[35.107774 128.960961]
303,부산광역시 사하구청,부산광역시 사하구 하신번영로350번길10,부산광역시 사하구 하단동870-18,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.111982,128.960604,2023-02-16,[35.111982 128.960604]
304,부산광역시 사하구청,부산광역시 사하구 하신번영로350번길10,부산광역시 사하구 하단동870-18,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.111982,128.960604,2023-02-16,[35.111982 128.960604]
305,부산광역시 사하구청,부산광역시 사하구 하신번영로350번길10,부산광역시 사하구 하단동870-18,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.111982,128.960604,2023-02-16,[35.111982 128.960604]
306,부산광역시 사하구청,부산광역시 사하구 하신번영로312번길66,부산광역시 사하구 하단동523,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.108265,128.962249,2023-02-16,[35.108265 128.962249]
307,부산광역시 사하구청,부산광역시 사하구 하신번영로312번길66,부산광역시 사하구 하단동523,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.108265,128.962249,2023-02-16,[35.108265 128.962249]
308,부산광역시 사하구청,부산광역시 사하구 낙동대로514,부산광역시 사하구 하단동491,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.11029,128.965941,2023-02-16,[35.11029 128.965941]
309,부산광역시 사하구청,부산광역시 사하구 하단동786-1,부산광역시 사하구 하단동786-1,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.108625,128.964919,2023-02-16,[35.108625 128.964919]
310,부산광역시 사하구청,부산광역시 사하구 하단동786-1,부산광역시 사하구 하단동786-1,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.108625,128.964919,2023-02-16,[35.108625 128.964919]
311,부산광역시 사하구청,부산광역시 사하구 괴정동 1218-13,부산광역시 사하구 괴정동 1218-13,다목적,1,200,360도 전방면,30,Dec-22,051-220-4344,35.096452,128.978626,2023-02-16,[35.096452 128.978626]
312,부산광역시 사하구청,부산광역시 사하구 사리로63,부산광역시 사하구 괴정동1238-564,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.105508,128.998498,2023-02-16,[35.105508 128.998498]
313,부산광역시 사하구청,부산광역시 사하구 사리로63,부산광역시 사하구 괴정동1238-564,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.105508,128.998498,2023-02-16,[35.105508 128.998498]
314,부산광역시 사하구청,부산광역시 사하구 사리로63,부산광역시 사하구 괴정동1238-564,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.105508,128.998498,2023-02-16,[35.105508 128.998498]
315,부산광역시 사하구청,부산광역시 사하구 사리로37,부산광역시 사하구 괴정동245-1,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.103759,128.998701,2023-02-16,[35.103759 128.998701]
316,부산광역시 사하구청,부산광역시 사하구 사리로37,부산광역시 사하구 괴정동245-1,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.103759,128.998701,2023-02-16,[35.103759 128.998701]
317,부산광역시 사하구청,부산광역시 사하구 낙동대로302번길2,부산광역시 사하구 괴정동661-1,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.09974,128.984161,2023-02-16,[35.09974 128.984161]
318,부산광역시 사하구청,부산광역시 사하구 낙동대로302번길2,부산광역시 사하구 괴정동661-1,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.09974,128.984161,2023-02-16,[35.09974 128.984161]
319,부산광역시 사하구청,부산광역시 사하구 승학로165번길5,부산광역시 사하구 괴정동1083,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.101729,128.984522,2023-02-16,[35.101729 128.984522]
320,부산광역시 사하구청,부산광역시 사하구 승학로165번길5,부산광역시 사하구 괴정동1083,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.101729,128.984522,2023-02-16,[35.101729 128.984522]
321,부산광역시 사하구청,부산광역시 사하구 낙동대로323번길16,부산광역시 사하구 괴정동661-2,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.099338,128.981431,2023-02-16,[35.099338 128.981431]
322,부산광역시 사하구청,부산광역시 사하구 낙동대로356번길33,부산광역시 사하구 당리동356,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.102491,128.980497,2023-02-16,[35.102491 128.980497]
323,부산광역시 사하구청,부산광역시 사하구 낙동대로356번길33,부산광역시 사하구 당리동356,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.102491,128.980497,2023-02-16,[35.102491 128.980497]
324,부산광역시 사하구청,부산광역시 사하구 낙동대로356번길33,부산광역시 사하구 당리동356,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.102491,128.980497,2023-02-16,[35.102491 128.980497]
325,부산광역시 사하구청,부산광역시 사하구 다대로22번길27,부산광역시 사하구 당리동509-5,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.099801,128.975846,2023-02-16,[35.099801 128.975846]
326,부산광역시 사하구청,부산광역시 사하구 다대로22번길27,부산광역시 사하구 당리동509-5,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.099801,128.975846,2023-02-16,[35.099801 128.975846]
327,부산광역시 사하구청,부산광역시 사하구 다대로22번길27,부산광역시 사하구 당리동509-5,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.099114,128.976115,2023-02-16,[35.099114 128.976115]
328,부산광역시 사하구청,부산광역시 사하구 다대로22번길27,부산광역시 사하구 당리동509-5,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.099114,128.976115,2023-02-16,[35.099114 128.976115]
329,부산광역시 사하구청,부산광역시 사하구 제석로242,부산광역시 사하구 당리동산4-8,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.115362,128.98919,2023-02-16,[35.115362 128.98919]
330,부산광역시 사하구청,부산광역시 사하구 제석로242,부산광역시 사하구 당리동산4-8,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.115362,128.98919,2023-02-16,[35.115362 128.98919]
331,부산광역시 사하구청,부산광역시 사하구 감내1로197번길 24,부산광역시 사하구 감천2동 6-1446,다목적,1,200,360도 전방면,30,Jul-12,051-220-4344,35.096541,129.008579,2023-02-16,[35.096541 129.008579]
332,부산광역시 사하구청,부산광역시 사하구 감내1로175번길 43,부산광역시 사하구 감천2동 6-493,다목적,1,200,360도 전방면,30,Jul-12,051-220-4344,35.096397,129.009063,2023-02-16,[35.096397 129.009063]
333,부산광역시 사하구청,부산광역시 사하구 감내2로 92,부산광역시 사하구 감천2동 6-1773,다목적,1,200,360도 전방면,30,Jul-12,051-220-4344,35.096642,129.008096,2023-02-16,[35.096642 129.008096]
334,부산광역시 사하구청,부산광역시 사하구 감내1로175번길 89,부산광역시 사하구 감천2동 6-1169,다목적,1,200,360도 전방면,30,Jul-12,051-220-4344,35.097272,129.008662,2023-02-16,[35.097272 129.008662]
335,부산광역시 사하구청,부산광역시 사하구 감내1로175번길 74,부산광역시 사하구 감천2동 6-1294,다목적,1,200,360도 전방면,30,Jul-12,051-220-4344,35.097038,129.008919,2023-02-16,[35.097038 129.008919]
336,부산광역시 사하구청,부산광역시 사하구 감천동 6-1723,부산광역시 사하구 감천동 6-1723,다목적,1,200,360도 전방면,30,Jul-12,051-220-4344,35.095705,129.007533,2023-02-16,[35.095705 129.007533]
337,부산광역시 사하구청,부산광역시 사하구 장평로146번길 15,부산광역시 사하구 장림동 338-10,다목적,1,200,360도 전방면,30,Dec-17,051-220-4344,35.0785315,128.9744485,2023-02-16,[35.0785315 128.9744485]
338,부산광역시 사하구청,부산광역시 사하구 당리동산4-8,부산광역시 사하구 당리동산4-8,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.112693,128.985912,2023-02-16,[35.112693 128.985912]
339,부산광역시 사하구청,부산광역시 사하구 당리동산4-8,부산광역시 사하구 당리동산4-8,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.112693,128.985912,2023-02-16,[35.112693 128.985912]
340,부산광역시 사하구청,부산광역시 사하구 당리동산4-8,부산광역시 사하구 당리동산4-8,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.112693,128.985912,2023-02-16,[35.112693 128.985912]
341,부산광역시 사하구청,부산광역시 사하구 승학로108번길11,부산광역시 사하구 당리동322,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.102548,128.979345,2023-02-16,[35.102548 128.979345]
342,부산광역시 사하구청,부산광역시 사하구 승학로108번길11,부산광역시 사하구 당리동322,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.102548,128.979345,2023-02-16,[35.102548 128.979345]
343,부산광역시 사하구청,부산광역시 사하구 승학로108번길11,부산광역시 사하구 당리동322,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.102548,128.979345,2023-02-16,[35.102548 128.979345]
344,부산광역시 사하구청,부산광역시 사하구 하신번영로201번길10,부산광역시 사하구 하단동1188,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.099088,128.95765,2023-02-16,[35.099088 128.95765]
345,부산광역시 사하구청,부산광역시 사하구 하신번영로201번길10,부산광역시 사하구 하단동1188,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.099088,128.95765,2023-02-16,[35.099088 128.95765]
346,부산광역시 사하구청,부산광역시 사하구 하신번영로201번길10,부산광역시 사하구 하단동1188,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.099088,128.95765,2023-02-16,[35.099088 128.95765]
347,부산광역시 사하구청,부산광역시 사하구 감천동 140-2,부산광역시 사하구 감천동 140-2,다목적,1,200,360도 전방면,30,Nov-20,051-220-4344,35.08363,129.006759,2023-02-16,[35.08363 129.006759]
348,부산광역시 사하구청,부산광역시 사하구 사하로186번라길 24,부산광역시 사하구 괴정동436-36,다목적,1,200,360도 전방면,30,Dec-20,051-220-4344,35.099561,128.995192,2023-02-16,[35.099561 128.995192]
349,부산광역시 사하구청,부산광역시 사하구 사하로186번라길 24,부산광역시 사하구 괴정동436-36,다목적,1,200,360도 전방면,30,Dec-20,051-220-4344,35.099561,128.995192,2023-02-16,[35.099561 128.995192]
350,부산광역시 사하구청,부산광역시 사하구 감천로139번길 14,부산광역시 사하구 감천동 30-73,다목적,3,200,360도 전방면,30,Apr-21,051-220-4344,35.0871651,129.006625,2023-02-16,[35.0871651 129.006625]
351,부산광역시 사하구청,부산광역시 사하구 감천로139번나길2,부산광역시 사하구 감천동35,다목적,3,200,360도 전방면,30,Apr-21,051-220-4344,35.087063,129.006749,2023-02-16,[35.087063 129.006749]
352,부산광역시 사하구청,부산광역시 사하구 괴정로 246번길 11,부산광역시 사하구 괴정동 534-23,다목적,1,200,360도 전방면,30,Jun-21,051-220-4344,35.096508,128.988891,2023-02-16,[35.096508 128.988891]
353,부산광역시 사하구청,부산광역시 사하구 괴정로 232번길 40,부산광역시 사하구 괴정동 540-12,다목적,1,200,360도 전방면,30,Jun-21,051-220-4344,35.09505,128.986206,2023-02-16,[35.09505 128.986206]
354,부산광역시 사하구청,부산광역시 사하구 괴정로 245번길 11-8,부산광역시 사하구 괴정동 547-11,다목적,1,200,360도 전방면,30,Jun-21,051-220-4344,35.097415,128.98767,2023-02-16,[35.097415 128.98767]
355,부산광역시 사하구청,부산광역시 사하구 승학로 233번길 49,부산광역시 사하구 괴정동 1065-1,다목적,1,200,360도 전방면,30,Jun-21,051-220-4344,35.10406,128.989767,2023-02-16,[35.10406 128.989767]
356,부산광역시 사하구청,부산광역시 사하구 까치고개로 42,부산광역시 사하구 괴정동 12-21,다목적,1,200,360도 전방면,30,Jun-21,051-220-4344,35.104873,129.006423,2023-02-16,[35.104873 129.006423]
357,부산광역시 사하구청,부산광역시 사하구 대티로17번길47,부산광역시 사하구 괴정동207-52,다목적,1,200,360도 전방면,30,Jun-21,051-220-4344,35.105609,129.002583,2023-02-16,[35.105609 129.002583]
358,부산광역시 사하구청,부산광역시 사하구 낙동대로 179번길 24-2,부산광역시 사하구 괴정동 409-71,다목적,1,200,360도 전방면,30,Jun-21,051-220-4344,35.100475,128.997146,2023-02-16,[35.100475 128.997146]
359,부산광역시 사하구청,부산광역시 사하구 낙동대로 199번길 16,부산광역시 사하구 괴정동 436-14,다목적,1,200,360도 전방면,30,Jun-21,051-220-4344,35.099903,128.995422,2023-02-16,[35.099903 128.995422]
360,부산광역시 사하구청,부산광역시 사하구 낙동대로 199번길 16,부산광역시 사하구 괴정동 436-14,다목적,1,200,360도 전방면,30,Jun-21,051-220-4344,35.099903,128.995422,2023-02-16,[35.099903 128.995422]
361,부산광역시 사하구청,부산광역시 사하구 낙동대로 199번길 16,부산광역시 사하구 괴정동 436-14,다목적,1,200,360도 전방면,30,Jun-21,051-220-4344,35.099903,128.995422,2023-02-16,[35.099903 128.995422]
362,부산광역시 사하구청,부산광역시 사하구 낙동대로 199번길 16,부산광역시 사하구 괴정동 436-14,다목적,1,200,360도 전방면,30,Jun-21,051-220-4344,35.099903,128.995422,2023-02-16,[35.099903 128.995422]
363,부산광역시 사하구청,부산광역시 사하구 오작로 8번길 50,부산광역시 사하구 괴정동 457,다목적,1,200,360도 전방면,30,Jun-21,051-220-4344,35.095577,128.995986,2023-02-16,[35.095577 128.995986]
364,부산광역시 사하구청,부산광역시 사하구 사하로 156번길 9-15,부산광역시 사하구 괴정동 477-12,다목적,1,200,360도 전방면,30,Jun-21,051-220-4344,35.09599,128.994334,2023-02-16,[35.09599 128.994334]
365,부산광역시 사하구청,부산광역시 사하구 낙동대로 203,부산광역시 사하구 괴정동 1275,다목적,1,200,360도 전방면,30,Jun-21,051-220-4344,35.100311,128.994437,2023-02-16,[35.100311 128.994437]
366,부산광역시 사하구청,부산광역시 사하구 승학로 2번길 1,부산광역시 사하구 당리동 302-7,다목적,1,200,360도 전방면,30,Jun-21,051-220-4344,35.106403,128.969558,2023-02-16,[35.106403 128.969558]
367,부산광역시 사하구청,부산광역시 사하구 동매로 19번길 21,부산광역시 사하구 하단동 870-33,다목적,1,200,360도 전방면,30,Jun-21,051-220-4344,35.104518,128.960525,2023-02-16,[35.104518 128.960525]
368,부산광역시 사하구청,부산광역시 사하구 낙동남로1352-6,부산광역시 사하구 하단동 893-3,다목적,1,200,360도 전방면,30,Jun-21,051-220-4344,35.1056037,128.959582,2023-02-16,[35.1056037 128.959582]
369,부산광역시 사하구청,부산광역시 사하구 하신번영로 233,부산광역시 사하구 하단동 1175,다목적,1,200,360도 전방면,30,Jun-21,051-220-4344,35.101863,128.958084,2023-02-16,[35.101863 128.958084]
370,부산광역시 사하구청,부산광역시 사하구 하신번영로 380번길 30,부산광역시 사하구 하단동 480-3,다목적,1,200,360도 전방면,30,Jun-21,051-220-4344,35.113407,128.961059,2023-02-16,[35.113407 128.961059]
371,부산광역시 사하구청,부산광역시 사하구 장평로145번길 9,부산광역시 사하구 장림동 348-35,다목적,1,200,360도 전방면,30,Dec-17,051-220-4344,35.0792356,128.9724711,2023-02-16,[35.0792356 128.9724711]
372,부산광역시 사하구청,부산광역시 사하구 장평로 125,부산광역시 사하구 장림동 604-203,다목적,1,200,360도 전방면,30,Dec-17,051-220-4344,35.077233,128.9728229,2023-02-16,[35.077233 128.9728229]
373,부산광역시 사하구청,부산광역시 사하구 장평로133번길 31,부산광역시 사하구 장림동 605-45,다목적,1,200,360도 전방면,30,Dec-17,051-220-4344,35.0777465,128.9713912,2023-02-16,[35.0777465 128.9713912]
374,부산광역시 사하구청,부산광역시 사하구 장림시장 8길 217,부산광역시 사하구 장림동 615-251,다목적,1,200,360도 전방면,30,Dec-17,051-220-4344,35.0791311,128.9706583,2023-02-16,[35.0791311 128.9706583]
375,부산광역시 사하구청,부산광역시 사하구 두송로26번길 46,부산광역시 사하구 장림동 44-11,다목적,1,200,360도 전방면,30,Dec-17,051-220-4344,35.0771073,128.9801439,2023-02-16,[35.0771073 128.9801439]
376,부산광역시 사하구청,부산광역시 사하구 두송로26번길 62,부산광역시 사하구 장림동 24,다목적,1,200,360도 전방면,30,Dec-17,051-220-4344,35.0765595,128.9803668,2023-02-16,[35.0765595 128.9803668]
377,부산광역시 사하구청,부산광역시 사하구 다대로277번길 25,부산광역시 사하구 장림동 44,다목적,1,200,360도 전방면,30,Dec-17,051-220-4344,35.0772047,128.9787956,2023-02-16,[35.0772047 128.9787956]
378,부산광역시 사하구청,부산광역시 사하구 다대로271번길 26,부산광역시 사하구 장림동 269,다목적,1,200,360도 전방면,30,Dec-17,051-220-4344,35.0777658,128.9786232,2023-02-16,[35.0777658 128.9786232]
