순번,시도본부,소방서,119안전센터명,주소,전화번호,geometry
472,경기,광주,능평119안전센터,경기도 광주시 오포읍 대명대길 30,031-799-2540,[127.168762715358 37.3572293057994]
473,경기,안성,도기119안전센터,경기도 안성시 미양로 855 (도기동),031-678-4500,[127.255784181787 37.000699863573]
474,경기,안성,미양119안전센터,경기도 안성시 미양면 제2공단3길 8 (계륵리),031-678-4510,[127.260519116241 36.9775506048715]
475,경기,안성,죽산119안전센터,경기도 안성시 죽산면 장원공단길 38 (장원리),031-678-4520,[127.42395333655 37.06805785599]
476,경기,안성,공도119안전센터,경기도 안성시 공도읍 공도로 111 (만정리),031-678-4530,[127.17311335385 37.0008203885791]
477,경기,안성,원곡119안전센터,경기도 안성시 원곡면 원곡물류단지로 162-20 (칠곡리),031-678-4540,[127.158221369189 37.0420731592264]
478,경기,하남,신장119안전센터,경기도 하남시 대청로 76,031-799-4500,[127.22042336185 37.539901048563]
480,경기,하남,덕풍119안전센터,경기도 하남시 덕풍서로 60,031-799-4530,[127.204485502633 37.5522687942907]
481,경기,의왕,고천119안전센터,경기도 의왕시 오봉로 9 ,031-596-0500,[126.974761209112 37.3441994554514]
482,경기,의왕,백운119안전센터,경기도 의왕시 안양판교로 187,031-596-0530,[126.992611211165 37.3904788127938]
483,경기,의왕,부곡119안전센터,경기도 의왕시 오봉로 289,031-596-0520,[126.952080468743 37.3277541213538]
484,경기,오산,세교119안전센터,경기도 오산시 문헌공로 30,031-8059-7500,[127.053822953256 37.1753074687709]
485,경기,오산,원동119안전센터,경기도 오산시 경기대로 99,031-8059-7520,[127.072257851627 37.1336252291928]
486,경기,오산,청학119안전센터,경기도 오산시 청학로 55-6,031-8059-7510,[127.063908310447 37.1547073565701]
487,경기,여주,월송119안전센터,경기도 여주시 우암로 110,031-887-8500,[127.625804145534 37.2916679914385]
488,경기,여주,가남119안전센터,경기도 여주시 가남읍 일신로 32,031-887-8510,[127.543507049653 37.213433617104]
489,경기,여주,북내119안전센터,경기도 여주시 북내면 도예로 440,031-887-8520,[127.677886876649 37.3247161360094]
490,경기,양평,공흥119안전센터,경기도 양평군 양평읍 경강로 2047 ,031-770-0500,[127.507338915387 37.5003379879327]
491,경기,양평,강상119안전센터,경기도 양평군 강상면 송학길 54 강상119안전센터,031-770-0520,[127.478213938883 37.4803451220548]
492,경기,양평,용문119안전센터,경기도 양평군 용문면 연수로 64,031-770-0530,[127.590302758126 37.493025248872]
493,경기,양평,양서119안전센터,경기도 양평군 양서면 양수리 1161-4,031-770-0546,[127.318934788081 37.540338490427]
494,경기,과천,중앙119안전센터,경기도 과천시 통영로 12,02-3314-500,[126.990524193228 37.4285643268157]
495,경기,과천,과천119안전센터,경기도 과천시 궁말로30,02-3314-510,[127.008850386329 37.4424090265084]
496,경기북,고양,원당119안전센터,경기도 고양시 덕양구 고양대로 1342,031-931-0500,[126.833202720242 37.6550890289514]
497,경기북,고양,능곡119안전센터,경기도 고양시 덕양구 토당로 48,031-931-0510,[126.820728358795 37.6202740111111]
498,경기북,고양,삼송119안전센터,경기도 고양시 덕양구 오금로 14,031-931-0520,[126.895058089883 37.6630597169794]
499,경기북,고양,행신119안전센터,경기도 고양시 덕양구 소원로 181번길 52,031-931-0530,[126.843413597695 37.6151826502824]
500,경기북,고양,화전119안전센터,경기도 고양시 덕양구 중앙로 78,031-931-0540,[126.877092734813 37.5964996136002]
501,경기북,일산,장항119안전센터,경기도 고양시 일산동구 중앙로 1325,031-930-0500,[126.769626641595 37.663282370918]
502,경기북,일산,백석119안전센터,경기도 고양시 일산동구 장백로 78,031-930-0510,[126.785013583628 37.6442126042292]
503,경기북,일산,주엽119안전센터,경기도 고양시 일산서구 주화로 82,031-930-0520,[126.759100503613 37.6702253670299]
506,경기북,일산,대화119안전센터,경기도 고양시 일산서구 중앙로 1630,031-930-0570,[126.7419669518 37.6789966302298]
508,경기북,일산,문화119안전센터,경기도 고양시 일산동구 태극로 7,031-930-0580,[126.750714406113 37.6637848661187]
509,경기북,의정부,금오119안전센터,경기도 의정부시 금오로23번길 22-40,031-849-7510,[127.069826839826 37.755136797668]
510,경기북,의정부,흥선119안전센터,경기도 의정부시 의정로 48,031-849-7500,[127.035361042324 37.7371559646345]
511,경기북,의정부,호원119안전센터,경기도 의정부시 평화로 322번길 7,031-849-7520,[127.048184065127 37.7207991573567]
512,경기북,의정부,송산119안전센터,경기도 의정부시 충의로 90,031-849-7530,[127.086542605958 37.7397958287481]
513,경기북,남양주,평내119안전센터,경기도 남양주시 평내동 평내로 25,031-590-0500,[127.232240174107 37.6433215355939]
514,경기북,남양주,진접119안전센터,경기도 남양주시 진접읍 금강로 1509-25,031-590-0520,[127.189731694104 37.7255635615024]
515,경기북,남양주,진건119안전센터,경기도 남양주시 진건읍 진건오남로 112-21,031-590-0550,[127.180251809493 37.6601477964371]
516,경기북,남양주,화도119안전센터,경기도 남양주시 화도읍 수레로1260번길 25,031-590-0540,[127.30480478415 37.650092392259]
517,경기북,남양주,와부119안전센터,경기도 남양주시 와부읍 덕소로97번길 34-2,031-590-0530,[127.216205219335 37.5857908381608]
519,경기북,남양주,오남119안전센터,경기도 남양주시 오남읍 진건오남로 772,031-590-0590,[127.20575965489 37.6968421497046]
520,경기북,남양주,가운119안전센터,경기도 남양주시 가운동 가운로 16,031-590-0570,[127.15839565181 37.604864008536]
521,경기북,파주,통일119안전센터,경기도 파주시 파주읍 통일로 1564 ,031-956-9500,[126.789496685703 37.8474853191245]
522,경기북,파주,금촌119안전센터,경기도 파주시 가나무로 136  ,031-956-9510,[126.780449241473 37.7538985908411]
523,경기북,파주,법원119안전센터,경기도 파주시 법원읍 화합로 141,031-956-9520,[126.882419089365 37.8467995768885]
524,경기북,파주,광탄119안전센터,경기도 파주시 광탄면 혜음로 1040 ,031-956-9530,[126.851304160625 37.7757791138266]
525,경기북,파주,탄현119안전센터,경기도 파주시 탄현면 필승로 458 ,031-956-9540,[126.687323365717 37.7814103774845]
526,경기북,파주,월롱119안전센터,경기도 파주시 월롱면 엘씨디로 310 ,031-956-9550,[126.752577134544 37.8152239180462]
527,경기북,파주,교하119안전센터,경기도 파주시 청석로 301 ,031-956-9560,[126.717243414825 37.7290174191164]
528,경기북,파주,적성119안전센터,경기도 파주시 적성면 감악산로 1220 ,031-956-9570,[126.928374733953 37.9555396819303]
529,경기북,파주,운정119안전센터,파주시 와석순환로 90,031-956-9580,[126.749743762205 37.7118381245211]
530,경기북,구리,교문119안전센터,경기도 구리시 아차산로487번길 46,031-570-6500,[127.127832898903 37.598289965826]
531,경기북,구리,인창119안전센터,경기도 건원대로34번길 28,031-570-6510,[127.141920629033 37.6041917488132]
532,경기북,구리,갈매119안전센터,경기도 구리시 산마루로68,031-570-6520,[127.120625093841 37.6295111168355]
533,경기북,포천,군내119안전센터,경기도 포천시 호국로 1538,031-538-5500,[127.202615939326 37.8913495611211]
534,경기북,포천,소흘119안전센터,경기도 포천시 소흘읍 송우로 182,031-538-5510,[127.13174003256 37.8360945080896]
535,경기북,포천,영북119안전센터,경기도 포천시 영북면 영북로 144,031-538-5520,[127.275438779423 38.087120511956]
536,경기북,포천,일동119안전센터,경기도 포천시 일동면 영일로 978,031-538-5530,[127.309969366675 37.9480490250794]
537,경기북,포천,가산119안전센터,경기도 포천시 포천로 890,031-538-5540,[127.194491734205 37.8484965104987]
538,경기북,포천,내촌119안전센터,경기도 포천시 내촌면 내촌로 120,031-538-5550,[127.230477025699 37.7904317665101]
539,경기북,포천,영중119안전센터,경기도 포천시 영중면 양문로 66,031-538-5560,[127.242747776886 37.9985156571718]
540,경기북,포천,선단119안전센터,경기도 포천시 호국로 1007-33,031-538-5570,[127.164965329385 37.8552980778232]
541,경기북,양주,백석119안전센터,경기도 양주시 꿈나무로 156,031-849-8500,[126.989398283979 37.7958712056516]
542,경기북,양주,회천119안전센터,경기도 양주시 화합로 1272,031-849-8510,[127.055589223047 37.8461677292825]
543,경기북,양주,광적119안전센터,경기도 양주시 광적면 광적로 55,031-849-8520,[126.981568127586 37.8234592178815]
544,경기북,양주,고읍119안전센터,경기도 양주시 고덕로 266,031-849-8530,[127.069887658369 37.8019131551347]
545,경기북,양주,남면119안전센터,경기도 양주시 남면 삼육사로 247,031-849-8540,[126.98646473674 37.9017388836514]
546,경기북,양주,장흥119안전센터,경기도 양주시 장흥면 일영로 794,031-849-8550,[126.936247198876 37.71204557241]
547,경기북,양주,옥정119안전센터,경기도 양주시 옥정로 8길 52,031-849-8560,[127.094040657856 37.8274430050036]
548,경기북,동두천,불현119안전센터,경기도 동두천시 지행로 6,031-830-5500,[127.047600860923 37.8922636252089]
549,경기북,동두천,소요119안전센터,경기 동두천시 평화로2910번길 65,031-830-5510,[127.065130915744 37.9464015597105]
550,경기북,가평,가평119안전센터,경기도 가평군 가평읍 가화로 36,031-734-500,[127.516447204938 37.8232629218916]
551,경기북,가평,조종119안전센터,경기도 가평군 조종면 현창로 14,031-734-520,[127.349804751171 37.8161627372582]
552,경기북,가평,설악119안전센터,경기도 가평군 설악면 한서로 12,031-734-530,[127.494994397214 37.6758776167968]
553,경기북,연천,은대119안전센터,경기도 연천군 전곡읍 평화로 892,031-830-0500,[127.068378668126 38.0482487444254]
554,경기북,연천,백학119안전센터,경기도 연천군 백학면 통구리 1067,031-830-0530,[126.913997426981 38.017431060094]
555,경기북,연천,전곡119안전센터,경기도 연천군 전곡읍 전곡로 27,031-830-0510,[127.071945296893 38.0162295654075]
556,경기북,연천,연천119안전센터,경기도 연천군 연천읍 차현로 92,031-830-0520,[127.076812710753 38.0994359467987]
557,강원,춘천,후평119안전센터,강원도 춘천시 후석로 446(후평동),033-248-4119,[127.743321389286 37.88938085608]
558,강원,춘천,소양119안전센터,강원도 춘천시 가연길16번길 16,033-256-0119,[127.722917907214 37.8790985900162]
559,강원,춘천,효자119안전센터,강원도 춘천시 효명길 8,033-251-0119,[127.726384162099 37.8710253658566]
560,강원,춘천,대룡119안전센터,강원도 춘천시 동내면 고은길 9,033-262-7119,[127.771148195435 37.8461967013743]
562,강원,춘천,신북119안전센터,강원도 춘천시 신북읍 신북로 35,033-243-5119,[127.751267006327 37.9284575568303]
563,강원,원주,혁신119안전센터,강원도 원주시 동부순환로 201(반곡동),033-769-1592,[127.973095458109 37.3337529388858]
564,강원,원주,명륜119안전센터,강원도 원주시 명륜동 832,033-763-6119,[127.94276695019 37.3270205418895]
565,강원,원주,학성119안전센터,강원도 원주시 학성길 122,033-732-4119,[127.944844680219 37.3536937756547]
566,강원,원주,단구119안전센터,강원도 원주시 강변로 255,033-763-1119,[127.961469748645 37.3305016864797]
567,강원,원주,신림119안전센터,강원도 원주시 신림면 치악로 27,033-763-8118,[128.079042773176 37.2297480513986]
568,강원,원주,우산119안전센터,강원도 원주시 우산공단길 9,033-742-6119,[127.941824631642 37.374095744699]
569,강원,원주,태장119안전센터,강원도 원주시 태장공단길 4,033-734-0119,[127.95263408993 37.4015076571564]
570,강원,원주,문막119안전센터,강원도 원주시 문막읍 문막시장1길 90,033-735-0119,[127.814528255632 37.3034689375246]
571,강원,원주,흥업119안전센터,강원도 원주시 흥업면 북원로 1569-81,033-765-2119,[127.909827621615 37.2934711127]
572,강원,원주,기업119안전센터,강원도 원주시 지정면 가곡리 1359-6,033-731-6119,[127.872047864205 37.3713142842414]
573,강원,강릉,유천119안전센터,강원도 강릉시 선수촌로 64-28(홍제동),033-645-0119,[128.87291276634 37.7573389871617]
574,강원,강릉,옥천119안전센터,강원도 강릉시 용지로 139(옥천동),033-648-2119,[128.902122765081 37.7610642465509]
575,강원,강릉,경포119안전센터,강원도 강릉시 해안로 502(안현동),033-644-2119,[128.90519519659 37.8050185271935]
576,강원,강릉,내곡119안전센터,강원도 강릉시 범일로 660(내곡동),033-647-7119,[128.884699084162 37.7448384670065]
577,강원,강릉,주문진119안전센터,강원도 강릉시 연곡면 연주로 226,033-662-2119,[128.831596005583 37.8740279545701]
578,강원,강릉,포남119안전센터,강원도 강릉시 하평2길 23(포남동),033-653-0119,[128.912905980189 37.7723137257484]
579,강원,강릉,옥계119안전센터,강원도 강릉시 옥계면 현내시장길 163,033-534-0119,[129.030129159797 37.6023230229975]
580,강원,동해,천곡119안전센터,강원도 동해시 천곡로 120(천곡동),033-533-3119,[129.118870832579 37.5245211709504]
581,강원,동해,묵호119안전센터,강원도 동해시 일출로 29(발한동),033-532-2119,[129.110657146281 37.5516043682953]
582,강원,동해,북삼119안전센터,강원도 동해시 효자남길 33-10(동회동),033-521-3119,[129.106876823229 37.4892996155971]
583,강원,동해,북평119안전센터,강원도 동해시 공단1로 21(구호동),033-521-5119,[129.142924875975 37.4715245730249]
584,강원,태백,황지119안전센터,강원도 태백시 태백로 1120(황지동),033-552-2119,[128.989323090733 37.158538174268]
585,강원,태백,장성119안전센터,강원도 태백시 석공길 16-9,033-581-6119,[129.008027822054 37.1034269434401]
586,강원,태백,철암119안전센터,강원도 태백시 동태백로 552,033-582-9119,[129.044157280554 37.1210275226656]
587,강원,태백,화전119안전센터,강원도 태백시 태백로 814,033-553-6119,[128.984246479299 37.1806082042806]
588,강원,속초,노학119안전센터,강원도 속초시 미시령로 3226,033-636-2119,[128.560137074218 38.2036377300564]
589,강원,속초,영랑119안전센터,강원도 속초시 번영로 188,033-632-9119,[128.590318030235 38.2154181935487]
590,강원,속초,설악119안전센터,강원도 속초시 청봉로5길 37,033-636-7119,[128.525448701027 38.1660722815352]
591,강원,삼척,봉황119안전센터,강원도 삼척시 봉황로 101,033-570-8510,[129.171235523588 37.4463954179999]
592,강원,삼척,도계119안전센터,강원도 삼척시 도계읍 도계강변3길 16,033-541-2119,[129.045749995389 37.2408521665702]
593,강원,삼척,원덕119안전센터,강원도 삼척시 원덕읍 삼척로 581,033-572-6119,[129.327033186476 37.185780954571]
594,강원,삼척,근덕119안전센터,강원도 삼척시 근덕면 교가길 37,033-574-1119,[129.228087009747 37.3801674933533]
595,강원,홍천,홍천119안전센터,강원도 홍천군 홍천읍 공작산로 99,033-435-0119,[127.902289669399 37.691331796649]
596,강원,홍천,양덕원119안전센터,강원도 홍천군 남면 시동로 46,033-432-4119,[127.770404528485 37.6115393900544]
597,강원,홍천,서석119안전센터,강원도 홍천군 서석면 풍암길2길 9,033-433-4119,[128.187753210279 37.7144852014884]
598,강원,홍천,팔봉119안전센터,강원도 홍천군 서면 팔봉산로 523,033-434-0119,[127.661828690062 37.6801885970855]
599,강원,횡성,횡성119안전센터,강원도 횡성군 횡성읍 문예로 157,033-340-9511,[127.973961102323 37.4853785244604]
600,강원,횡성,둔내119안전센터,강원도 횡성군 둔내면 고원남로 42,033-342-1119,[128.212301399289 37.5065461150453]
601,강원,횡성,우천119안전센터,강원도 횡성군 우천면 서동로 199,033-342-6119,[128.075088267768 37.4473933631567]
602,강원,횡성,공근119안전센터,강원도 횡성군 공근면 영서로 130-5,033-344-3119,[127.959408160646 37.5264693184276]
603,강원,영월,영월119안전센터,강원도 영월군 영월읍 영월로 1863,033-374-2119,[128.458431890208 37.1853910083386]
604,강원,영월,주천119안전센터,강원도 영월군 주천면 송학주천로 1467-15,033-372-7119,[128.269768022504 37.2748081920503]
605,강원,영월,중동119안전센터,강원도 영월군 중동면 응고개길 10-17,033-378-4119,[128.679805921633 37.1425496626982]
606,강원,평창,평창119안전센터,강원도 평창군 평창읍 살구실길 10,033-332-2119,[128.389278551061 37.3781618716028]
607,강원,평창,진부119안전센터,강원도 평창군 진부면 진부로 37,033-335-7119,[128.56743904201 37.6447420889305]
608,강원,평창,봉평119안전센터,강원도 평창군 봉평면 기풍로 107-6,033-336-0119,[128.377677449255 37.6124188749048]
609,강원,평창,대관령119안전센터,강원도 평창군 대관령면 올림픽로 62-20,033-335-5119,[128.701221003142 37.6725489882749]
610,강원,평창,대화119안전센터,강원도 평창군 대화면 평창대로 934,033-333-2119,[128.454298600943 37.5031124596024]
611,강원,정선,조양119안전센터,강원도 정선군 정선읍 녹송로 27,033-560-6511,[128.671902742967 37.3796652166046]
612,강원,정선,고한119안전센터,강원도 정선군 고한읍 강원남로 6455,033-591-3119,[128.869909423294 37.1949422896545]
613,강원,정선,신동119안전센터,강원도 정선군 신동읍 의림로 342,033-378-0119,[128.647180388732 37.2208475979562]
614,강원,정선,임계119안전센터,강원도 정선군 임계면 송계4길 9,033-562-6119,[128.852896870942 37.4953444700744]
615,강원,정선,사북119안전센터,강원도 정선군 사북읍 하이원길 29,033-592-2119,[128.815628622736 37.2241752093965]
616,강원,철원,태봉119안전센터,강원도 철원군 갈말읍 태봉로 1504,033-450-2510,[127.323759772258 38.1855620179527]
618,강원,철원,김화119안전센터,강원도 철원군 서면 약수로 76,033-458-1119,[127.435409376918 38.2454260530422]
619,강원,철원,갈말119안전센터,강원도 철원군 갈말읍 명성로 229,033-452-0119,[127.307223354955 38.1525785383499]
620,강원,화천,화천119안전센터,강원도 화천군 하남면 위라리길 47,033-440-7510,[127.713419461157 38.0978098430624]
621,강원,화천,양구119안전센터,강원도 양구군 양구읍 중심로 92,033-480-4514,[127.993970916395 38.0990680303695]
622,강원,양구,인제119안전센터,강원도 인제군 인제읍 비봉로 44번길 71,033-460-9510,[128.168634352287 38.0613534759034]
623,강원,인제,사내119안전센터,강원도 화천군 사내면 문화마을1길 6,033-441-4119,[127.52495635602 38.0680583977957]
624,강원,인제,원통119안전센터,강원도 인제군 북면 원통로 301,033-461-3119,[128.215704033967 38.1278730686078]
625,강원,인제,기린119안전센터,강원도 인제군 기린면 대내로 34-14,033-461-5119,[128.318457586499 37.964817212207]
626,강원,고성,간성119안전센터,강원도 고성군 간성읍 수성로 37-11,033-680-7513,[128.474091782775 38.3768557839556]
627,강원,고성,동광119안전센터,강원도 고성군 토성면 동해대로 5320,033-680-7532,[128.549182322222 38.2811783736476]
628,강원,고성,거진119안전센터,강원도 고성군 거진읍 수외길 19,033-680-7522,[128.452633928122 38.4410412827576]
629,강원,양양,양양119안전센터,강원도 양양군 양양읍 남대천로 33,033-639-7511,[128.622504088506 38.0674087077173]
630,강원,양양,하조대119안전센터,강원도 양양군 현북면 동해대로 1155-33,033-672-2119,[128.737962251226 37.9950729885524]
631,강원,양양,강현119안전센터,강원도 양양군 강현면 장산1길 26,033-673-9119,[128.597556691457 38.147802299657]
632,충북,청주동부,영운119안전센터,충청북도 청주시 상당구 영운로 61,043-251-0222,[127.494864257422 36.6209871240507]
633,충북,청주동부,사천119안전센터,충청북도 청주시 청원구 밀레니엄1로 63,043-251-0245,[127.475671033864 36.6799894102158]
634,충북,청주동부,북문119안전센터,충청북도 청주시 상당구 상당로 168,043-251-0255,[127.489969778533 36.6432859557195]
635,충북,청주동부,문의119안전센터,충청북도 청주시 상당구 문의면 문의시내1길 8,043-251-0265,[127.496552238884 36.5173125658655]
636,충북,청주동부,내수119안전센터,충청북도 청주시 청원구 내수읍 청암로80,043-251-0275,[127.539041229202 36.7245916654404]
637,충북,청주동부,오창119안전센터,충청북도 청주시 청원구 오창읍 중심상업2로 30,043-251-0285,[127.43242299307 36.7127808430325]
638,충북,청주서부,가경119안전센터,충청북도 청주시 흥덕구 가경로 143,043-249-9804,[127.437041756427 36.6272637092883]
640,충북,청주서부,산남119안전센터,충청북도 청주시 서원구 산미로 70,043-249-9837,[127.470425211909 36.6039606364321]
641,충북,청주서부,사직119안전센터,충청북도 청주시 서원구 사직대로 229,043-249-9852,[127.472344782474 36.6378561174586]
642,충북,청주서부,남이119안전센터,충청북도 청주시 서원구 청남로 866,043-249-9867,[127.428778359369 36.5307207457602]
643,충북,청주서부,오송119안전센터,충청북도 청주시 흥덕구 오송생명3로 71-5,043-249-9882,[127.326850116163 36.6316462799422]
644,충북,충주,목행119안전센터,충청북도 충주시 목행산단7로 9,043-841-3331,[127.920269935405 37.0032675482885]
645,충북,충주,호암119안전센터,충청북도 충주시 호암대로 13,043-841-3341,[127.927946570194 36.9592440836199]
646,충북,충주,연수119안전센터,충청북도 충주시 동수10길 1,043-841-3382,[127.935284622979 36.9827519355824]
647,충북,충주,서충주119안전센터,충청북도 충주시 대소원면 영평리 538 ,043-841-3391,[127.829663014652 37.0022955027509]
648,충북,충주,수안보119안전센터,충청북도 충주시 수안보면 관동길 9-7,043-841-3351,[127.994099199159 36.8470877274937]
650,충북,충주,앙성119안전센터,충청북도 충주시 앙성면 가곡로 1019,043-841-3371,[127.752254976212 37.1086918711394]
651,충북,제천,의림지119안전센터,충청북도 제천시 신죽하로 164,043-641-7300,[128.212852159945 37.1606175736619]
652,충북,제천,화산119안전센터,충청북도 제천시 강명길 17,043-641-7311,[128.20408651415 37.1186646461721]
653,충북,제천,봉양119안전센터,충청북도 제천시 봉양읍 북부로1433,043-641-7341,[128.128630418582 37.1315671640659]
654,충북,보은,보은119안전센터,충청북도 보은군 보은읍 남부로 4415,043-773-0210,[127.722057360606 36.4769727989803]
655,충북,보은,속리산119안전센터,충청북도 보은군 속리산면 법주사로 278,043-773-0230,[127.8238127313 36.5320794200376]
656,충북,보은,구병산119안전센터,충청북도 보은군 마로면 관기 송현로 48,043-773-0250,[127.814486572043 36.436657455567]
657,충북,옥천,옥천119안전센터,충청북도 옥천군 옥천읍 동부로 15,043-730-1900,[127.574623880487 36.3065699820088]
658,충북,옥천,청산119안전센터,충청북도 옥천군 청산면 남부로 2306,043-730-1920,[127.781322829396 36.3450498807999]
659,충북,영동,영동119안전센터,충청북도 영동군 영동읍 영동황간로 174,043-740-7110,[127.789063504952 36.1656380190708]
660,충북,영동,황간119안전센터,충청북도 영동군 황간면 황간로 132,043-740-7140,[127.903826356805 36.235319318584]
661,충북,영동,학산119안전센터,충청북도 영동군 학산면 서산로 92,043-740-7170,[127.685776499498 36.0996633112013]
662,충북,증평,증평119안전센터,충청북도 증평군 충청대로 1789,043-836-4119,[127.583753640244 36.7878466654707]
663,충북,진천,진천119안전센터,충청북도  진천군 진천읍 진광로 93,043-539-8200,[127.441141919647 36.8726674636512]
664,충북,진천,덕산119안전센터,충청북도  진천군 덕산읍 초금로 606-1,043-539-8240,[127.51066289333 36.8992837232293]
665,충북,진천,광혜원119안전센터,충청북도  진천군 광혜원면 화랑길 99,043-539-8220,[127.436670261932 36.9918164728127]
666,충북,괴산,괴산119안전센터,충청북도 괴산군 괴산읍 괴강로 69,043-760-0214,[127.801430897809 36.807584372708]
667,충북,괴산,청천119안전센터,충청북도 괴산군 청천면 선평길 78-9,043-760-0235,[127.734208400161 36.6581030988139]
668,충북,음성,금왕119안전센터,충청북도 음성군 금왕읍 응천서길 11,043-880-0301,[127.594995379437 36.9893274171386]
669,충북,음성,음성119안전센터,충청북도 음성군 음성읍 음성로 122,043-872-2119,[127.678527588952 36.9303827193708]
670,충북,음성,대소119안전센터,충청북도 음성군 대소면 오산로 74,043-881-7119,[127.486002927731 36.9695719867573]
671,충북,음성,감곡119안전센터,충청북도 음성군 감곡면 음성로 2652,043-881-3119,[127.643766832459 37.1123930394712]
672,충북,음성,삼성119안전센터,충청북도 음성군 삼성면 금일로 831,043-878-5119,[127.503353200208 37.0165115118666]
673,충북,단양,단양119안전센터,충청북도 단양군 단양읍 삼봉로 421-56,043-767-4210,[128.356432558513 36.989090897838]
674,충북,단양,매포119안전센터,충청북도 단양군 매포읍 평동4로 79,043-767-4230,[128.294829644835 37.0311150603238]
675,충남,천안동남,구성119안전센터,충청남도 천안시 동남구 천안대로 580,041-570-0332,[127.165347212185 36.7998732459904]
676,충남,천안동남,독립119안전센터,충청남도 천안시 동남구 목천읍 독립기념관로1,041-570-0362,[127.230398111736 36.7818719998049]
677,충남,천안동남,병천119안전센터,충청남도 천안시 동남구 병천면 아우내순대길 78,041-570-0382,[127.301040174552 36.7642350401251]
678,충남,천안동남,청당119안전센터,충청남도 천안시 동남구 청수14로 91,041-570-0406,[127.156146123355 36.7858138117939]
679,충남,천안동남,풍세119안전센터,충청남도 천안시 동남구 풍세면 풍세로 89,041-570-0428,[127.119764389021 36.7225417483936]
680,충남,천안서북,차암119안전센터,충청남도 천안시 서북구 직산읍 4산단2길 32,041-360-0330,[127.116121587203 36.8625791015043]
681,충남,천안서북,성거119안전센터,충청남도 천안시 서북구 성거읍 천흥8길 11번,041-360-0360,[127.207879713469 36.8833100924507]
682,충남,천안서북,서부119안전센터,충청남도 천안시 서북구 양지18길 22번,041-360-0380,[127.138790899248 36.812261613658]
683,충남,천안서북,두정119안전센터,충청남도 천안시 서북구 1공단2길 13,041-360-0400,[127.14628036103 36.8278419115655]
684,충남,천안서북,성환119안전센터,충청남도 천안시 서북구 성환읍 성환1로 395번,041-360-0420,[127.131170952803 36.9276617167886]
685,충남,천안서북,쌍용119안전센터,충청남도 천안시 서북구 월봉로 78번,041-360-0440,[127.118315482405 36.7975959000237]
686,충남,천안서북,입장119안전센터,충청남도 천안시 서북구 입장면 망향로 1107번,041-360-0460,[127.227266069173 36.9090362182185]
687,충남,천안서북,직산119안전센터,충청남도 천안시 서북구 직산읍 직산로 246,041-360-0480,[127.165678221396 36.8965294797538]
688,충남,천안서북,불당119안전센터,충청남도 천안시 서북구 불당23로 62,041-360-0490,[127.107724097429 36.8178315847693]
689,충남,공주,웅진119안전센터,충청남도 공주시 무령로 55,041-851-0332,[127.108349702415 36.4594491772586]
690,충남,공주,유구119안전센터,충청남도 공주시 유구읍 유구외곽로 368,041-851-0362,[126.945955254781 36.5399483740016]
691,충남,공주,신관119안전센터,충청남도 공주시 의당로 31,041-851-0382,[127.129817940747 36.4748854002002]
692,충남,공주,동학사119안전센터,충청남도 공주시 반포면 동학사1로 110,041-851-0402,[127.254004696807 36.3637423752592]
693,충남,공주,계룡119안전센터,충청남도 공주시 계룡면 월암송정길 18,041-851-0422,[127.141429227594 36.3613323711943]
694,충남,공주,정안119안전센터,충청남도 공주시 정안면 광정장터길 18,041-851-0442,[127.122662233647 36.608676458226]
695,충남,보령,명천119안전센터,충청남도 보령시 성주산로 63,041-930-0332,[126.60838779769 36.3333847163545]
696,충남,보령,신흑119안전센터,충청남도 보령시 대천항로 205,041-930-0362,[126.514333899208 36.3167558401613]
697,충남,보령,웅천119안전센터,충청남도 보령시 웅천읍 충서로 947,041-930-0383,[126.597154027456 36.2351111846094]
698,충남,보령,오천119안전센터,충청남도 보령시 오천면 충청수영로 701,041-930-0405,[126.53034814222 36.4371255574391]
699,충남,보령,주포119안전센터,충청남도 보령시 주포면 질재로 47-16,041-930-0424,[126.587587731956 36.4152907024938]
700,충남,아산,모종119안전센터,충청남도 아산시 모종로 77,041-538-0332,[127.025751383895 36.7860493954543]
701,충남,아산,둔포119안전센터,충청남도 아산시 충무로 1848,041-538-0362,[127.042834341877 36.9313796295363]
702,충남,아산,인주119안전센터,충청남도 아산시 인주면 공세길 19,041-538-0402,[126.910007531593 36.8804927684176]
703,충남,아산,신창119안전센터,충청남도 아산시 신창면 순천향로 48,041-538-0382,[126.935350075893 36.7711279050551]
704,충남,아산,배방119안전센터,충청남도 아산시 배방읍 배방로 38,041-538-0422,[127.053840607255 36.7738251942347]
705,충남,아산,탕정119안전센터,충청남도 아산시 탕정면 탕정면로 26,041-538-0442,[127.060003234621 36.7984865677561]
706,충남,아산,장재119안전센터,충청남도 아산시 배방읍 용연로 88,041-538-0462,[127.090532528307 36.7890462873573]
707,충남,서산,예천119안전센터,충청남도 서산시 호수공원 14로 26-4,041-689-0332,[126.4449059337 36.7733031726105]
708,충남,서산,대산119안전센터,충청남도 서산시 대산읍 망일산로 831-15,041-689-0362,[126.439533054837 36.9408502619711]
709,충남,서산,동부119안전센터,충청남도 서산시 학동3로 52,041-689-0382,[126.459621272407 36.7899097893621]
710,충남,서산,해미119안전센터,충청남도 서산시 해미면 성지3길 29,041-689-0402,[126.542802982635 36.7098209148642]
